Age,Review Text,Rating,Recommended IND,Positive Feedback Count
33,"so to put this in some perspective, when i tried on this dress for my husband after bringing it home, he described it as possibly the best dress you have ever bought. so that is definitely a winner! i think what makes the dress great is that it is not clingy, but still had a good drape. on the skinny models, it looks large and flowy, but on my curvier body, it draped beautifully and is super flattering, without being clingy or too tight. i am usually a size 10, 36ddd, and i sized down to a medium s",5,1,13
42,"ok ladies....you need to know that this type of fabric is the one that will get holes i bought the white one. it is super thin and lovely, but i was only able to get two wears out of it. i did wash it and it maintained it is size because i restretched it while wet then hung to dry. i was super disappointed about the wear but appreciated being able to return it without question at my local retailer.",1,0,4
69,"i bought this online in my usual size petite xxs for instore pickup. when i tried it on, the kindest word to describe it would be voluminousit was at least 2 sizes too big on me. i looked like i had taken grandmas tablecloth and constructed a homemade blouse. the blouse comes with an attached cami, which was also way too big for me. the color is not white as described, but rather an ivorycream colordefinitely not the best shade for my light olive skin. i do think that it looks lovel",3,0,0
54,"i wanted to love this dress, and i do not. it is soft, it is flattering on the model, and sits comfortably on the shoulders... until you move. the heaviness of the shoulders pulls the fabric back, causing the drape along the bottom to look odd, and unflattering. so sad i wore it to lunch with my husband, but felt like i was constantly pulling the shoulderssleeves back into place... i will not pull it from my closet to wear again, very often.",4,0,2
44,"i had my eyes on this top ever since i saw it online. i could not be happier with it. it is very comfortable, flattering and unique. i think it will wear well into the fall with black skinnies.",5,1,2
24,i loveeeeeeee this dress! i saw it online and immediately loved the blue orange large floral print but so did everyone else and it sold out quick. but i thought the shape could be flattering so i ordered in the black polka dot and loved the shape! so flattering. i ended up going in store and buying the other two colors. the patterns are vibrant and lovely shape. my only concern was seeing it in store i noticed it stretching while just hanging on the hanger. i wish the fabric was of better quali,4,1,0
43,"the dress is pretty and like retailer it is nice quality, i just did not keep it because it had no shape on me and even with a belt did not look right. i would have gone down a size in this dress also.",3,0,3
56,hate i have to return it  way too longalmost more mid thighalmost dress length.,2,0,5
43,"this is such a cute design, but it is so short! it barely hits at my hips. you would have to wear a layer under it to keep your tummy from being exposed. i am also not thrilled with the buttons  i am a 34c bra size and the second button was gaping open on the size 4 top. i wish they would been sewn shut  the neckline is so big, it is not like the buttons need to function. i got the burgundy with pink flowers and the colors are great. too bad it is so short and gapes open at the bust. going back.",3,0,19
64,this dress is amazing and spans multiple uses. i brought it to st. john with me and used it as an after swim dress as well as a going out on the town dress. it is flattering and a light but durable material. the only thing that was even remotely challenging was that i needed to adjust my bra straps to be hidden. overall i loved the dress and totally recommend it.,5,1,9
31,"i would have loved this dress if the bust and waist were just a little more fitted. i am 32c and the top was too big. fit perfectly on hips. the lace material means it cannot be easily altered, so i chose to return the dress. i would have definitely kept it if it were a better fit.",4,1,0
