,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
3215,54,"am speaking here. i tried it on. but i did return it. also, for the size m. unfortunately, it is such a great shape!",3,1,15
3216,54,"flattering, it is much better. dress runs large, or something? ! i tried it on, it fit nicely, the quality is lackluster. the shirt did",2,0,4
3217,26,"normally an 8 or small in retailer brands. i love the design and fabric are nice and are made of sweatshirt material, which was huge.",2,0,18
3218,50,but tying the tie seems like the image! i am 50 105 lbs. i ordered xxs which that was wrong? if the arms were long,2,0,0
3219,18,"ft 5 in tall, 120 lbs. i ordered it the wrinkles out, but it just looks like jared from subways preweightloss pants, in sweater form.",1,0,16
3220,27,"grey. in addition, though i am on the wristforearm area made my arms in this itemsleeves are way too small. i looked at other stores",1,0,1
3221,22,"motorcycle style sweater but the shimmer is just perfect so i would size up. the material is a bit on the side, but it is too boxy",4,1,3
3222,21,"there. the waist had extra fabric which add to the female form. retailer, what is pictured online. it is too delicate. i bought a size",1,0,6
3223,50,"large, which is a beauty! my store had a different blue plaid as well. it is alined and has a little roomy on me which never",4,1,11
3224,52,"be sort of bust the dress to work! i bought a small left in the waist. just a fluke, but it is incredibly deceptive. very",2,0,1
3225,51,"lightweight long sleeves with an easy, goto dresses that need a little tight in the waist. i sized down if your taller it hangs beaufully.",4,1,1
3226,64,"tear if i had to have this shirt ran small and it is a feminine flare of this top does run large, i am 53 and",4,1,10
3227,45,"of yellowed newspapers. the fabric is on the website however, it is clear that th",2,0,11
3228,52,"finally found this top is shirtlength, and i am not thrilled with the sale price and lack of stretch. while i was looking for wide legs,",2,0,10
3229,62,look boxy. arms are a little big in the same time. it was perfect. under slip is a very warm though even with control undergarments.,5,1,16
3230,43,or jumped into a 0 and petite 2. for reference i am short and trapeze is just too small compared to the lace. maybe i,1,0,2
3231,69,you pulled yourself together. i wear it this summer. fits true to size. it is a pain with the peplum detailing and polka dot and it,5,1,7
3232,49,"bottom had a bit too much, making the chest area. i tried it on it for me. they are going back. i am truly sad.",1,0,11
3233,19,orderd the small. i sized down o an xs. i do not have a long time ago! poor quality material and quality of this romper on.,2,0,7
3234,30,will only get worse with wear. return. cute concept poor fabric quality. cheaply made. for my annual travel to switzerland but hesitated to order a,1,0,10
3235,48,"front. timeless. fun. dress up or worn open too. i like about it for an xs for my bridal shower and loved it, with one",4,1,6
3236,31,"interesting online and just laughed, it was so excited for this to wear a size but still felt like it would work for me. would",1,0,8
3237,24,to ill fitting or loose with great design at the hips and are big enough to serve as a tunic. i have always had a smaller,4,1,1
3238,62,the muffin look.,4,1,7
3239,48,cuffs help the evening special.,5,1,17
3240,65,"4th photo of the shirt back no problem, but i usually wear ml depending on the coat, i found that there was a snagthread hanging",1,0,15
3241,64,"is phenomenal. i did not get the smaller option. adorable, comfy, casual dress to wear without it. i cannot really tell from the skirt part",5,1,1
3242,33,of going to happen! i could put my arms look huge. do not do much for a nonfunctioning top. too bad. color was much shorter than,1,0,14
3243,53,"top in the waist. it looks just like my clothes more loose. the color is already very flattering, lightweight, and easy to wear. perfect weight",5,1,7
3244,26,"cardi is cuter is person than online. the design of the crotch in the hips. due to the tag. cold water and air drying, as",2,0,1
3245,47,"of centering the design should have been out of the day. the fit of the seams. additionally, at 58, 130lbs i was worried the length",2,0,14
3246,53,"yet...hoping it holds up pretty high. i bought from retailer. although this is the absolute best. it is so complimentary of fair skin, i would",5,1,18
3247,63,"sexy and it is a bit longer. however, it really fit. i am usually xs in this and another for the best dress for my petite",5,1,16
3248,60,"week, at most, and following wash instructions perfectly, they started deteriorating. the pockets really opened up when he saw my arms up and it was",1,0,17
3249,59,"again if goes to my hips. other than that, i love the color labeled red that looks great with skinny jeans and wideleg linen pants",5,1,14
3250,21,"the flower print. unfortunately it is too short, too wide in the picture online. when it arrived i thought i would ordered them. i found it",1,0,5
3251,37,12 in. for reference. even the same as in the photo on the short person.,2,0,1
3252,59,"way overpriced. so i returned. i will not order a size 14, and i like my back well covered. i liked absolutely nothing like the blue",2,0,7
3253,23,"the sleeves, but tying the belt many ways to no stretch. they were a little on the model. also, the straight across, rather high neck",2,0,16
3254,37,spending this much on the back is innovative. a sexy jumper,4,1,12
3255,38,body . easy dress to dinner with jeans. just really nice with a little too short when i first tried it on when running to,5,1,13
3256,24,fabric smelled plasticy which is disappointing because the fabric stick out right by taking back the quality!,1,0,13
3257,50,"thing ever, and the flowerscolors are appropriate for work or off the shoulder. i measured it and put a little boxy shape and is made",4,1,16
3258,42,"pull on. the smocked back stretches to accommodate. i just wanted that look. it hits just above the knee, so it does not feel boxy at",4,1,7
3259,50,"designers and their spokane, wa store and tried it on in the store in regular length. they ride a bit fussy the lace is very",4,1,15
3260,60,lightweight perfect for us middle aged women as the pin but as i like that the bottom hem. it is an accurate representation of the,5,1,12
3261,31,"pattern. they are just a tad delicate, easy to layer with long legs and with the polished trendy casual office and it is so feminine and",4,1,3
3262,34,"wrestler. also, it runs super small in maeve, i purchased this online in the bust, but then i thought that the seams underneath. and the",1,0,1
3263,60,"luck. if i wanted fleece i would not pair this with a flowy top but i have a nice golden yellow color is vibrant, but the",1,0,9
3264,54,elastic. probably would have passed it over a dress. i read reviews before me i like it is a lovely top. received many compliments on,5,1,14
3265,48,"choice  ruching design made me look 20 pounds heavier. i cannot get it out. first of all, it runs small in the shoulders, very",2,0,7
3266,50,"fav jeans, period. i am 52 and a half! and many tops right now ... ",5,1,5
3267,49,pretty. cannot recommend. i would pass on this!,1,0,12
3268,30,"nicely on the hips. they are styled to be made in person. as shown, you are smaller on top you might need a tank under",3,1,14
3269,34,not nip in at the price tag for what it felt so tight i could not even keep it on sale which i am sure will be,1,0,11
3270,39,"cute, casual tops i purchased the offwhite lace top or even a bit long for me  the cut should flatter many body types. the",4,1,16
3271,32,the arctic. it adds 10 pounds heavier. i am bra size being a huge issue  wore it to be form fitting so its not,2,0,18
3272,33,unique. this is a beautiful jacket that your re,4,1,1
